chr	start	stop
ENSG00000134352	chr5	55935095	55995022
ENSG00000095015	chr5	56815549	56896152
ENSG00000155542	chr5	56909260	56925532
ENSG00000155545	chr5	56919602	56971675
ENSG00000062194	chr5	57173948	57264679
ENSG00000113448	chr5	58969038	60522120
ENSG00000152931	chr5	60487713	60548813
ENSG00000164181	chr5	60751791	60844274
ENSG00000164182	chr5	60945205	61153026
ENSG00000188725	chr5	61157704	61162468
ENSG00000130449	chr5	61332258	61546172
ENSG00000086189	chr5	62347284	62403939
ENSG00000086200	chr5	62403972	62628582
ENSG00000164197	chr5	64165843	64372869
ENSG00000153006	chr5	64718148	64768691
ENSG00000153015	chr5	64768930	65018750
ENSG00000113593	chr5	65563236	65587549
ENSG00000113595	chr5	65589690	65625975
ENSG00000113597	chr5	65625004	65666233
ENSG00000197860	chr5	65665928	65723035
ENSG00000123213	chr5	65722205	65871725
ENSG00000112851	chr5	65926475	66082549
ENSG00000153914	chr5	66139971	66183615
ENSG00000069020	chr5	66596361	67169595
ENSG00000145675	chr5	68215756	68301821
ENSG00000145740	chr5	69093949	69131069
ENSG00000134056	chr5	69217760	69230158
ENSG00000134058	chr5	69234795	69277430
ENSG00000183323	chr5	69280175	69332809
ENSG00000085231	chr5	69350984	69370013
ENSG00000273841	chr5	69364743	69370013
ENSG00000152942	chr5	69369293	69414801
ENSG00000152939	chr5	69415065	69444330
ENSG00000197822	chr5	69492292	69558104
ENSG00000249437	chr5	70968166	71025339
ENSG00000145736	chr5	71032670	71067689
ENSG00000145734	chr5	71455651	71567820
ENSG00000131844	chr5	71587288	71658706
ENSG00000164326	chr5	71719275	71721048
ENSG00000131711	chr5	72107234	72209565
ENSG00000113048	chr5	72219409	72320646
ENSG00000083312	chr5	72816312	72916733
ENSG00000157107	chr5	72956041	73090522
ENSG00000145741	chr5	73498408	73505635
ENSG00000164331	chr5	73552190	73565667
ENSG00000164338	chr5	73565443	73583380
ENSG00000171617	chr5	74627406	74641424
ENSG00000049860	chr5	74640023	74722647
ENSG00000164347	chr5	74721206	74767147
ENSG00000164346	chr5	74766991	74780113
ENSG00000113161	chr5	75336329	75362101
ENSG00000113163	chr5	75356345	75512138
ENSG00000122008	chr5	75511756	75601144
ENSG00000145703	chr5	76403285	76708132
ENSG00000164251	chr5	76818933	76835315
ENSG00000164252	chr5	77029251	77065234
ENSG00000132846	chr5	77072072	77087285
ENSG00000113231	chr5	77210449	77428256
ENSG00000164253	chr5	77425970	77620611
ENSG00000171530	chr5	77691166	77868780
ENSG00000132842	chr5	78002326	78294698
ENSG00000245556	chr5	78342365	78360507
ENSG00000085365	chr5	78360611	78480739
ENSG00000152409	chr5	79236131	79327211
ENSG00000164329	chr5	79612120	79686648
ENSG00000164309	chr5	79689836	79800240
ENSG00000177034	chr5	79976716	79991262
ENSG00000113296	chr5	79991311	80083287
ENSG00000164300	chr5	80111651	80256048
ENSG00000039319	chr5	80408013	80483379
ENSG00000249042	chr5	80411231	80488095
ENSG00000228716	chr5	80626226	80654983
ENSG00000247572	chr5	81201341	81301565
ENSG00000131732	chr5	81301587	81313297
ENSG00000145687	chr5	81413021	81751797
ENSG00000152348	chr5	81972023	82276857
ENSG00000186468	chr5	82273320	82278396
ENSG00000174695	chr5	83052846	83077863
ENSG00000127184	chr5	86617928	86620962
ENSG00000145715	chr5	87267883	87391931
ENSG00000134480	chr5	87318416	87412930
ENSG00000164180	chr5	88189633	88269476
ENSG00000247828	chr5	88268891	88439337
ENSG00000153140	chr5	90392261	90409786
ENSG00000176018	chr5	90515611	90529584
ENSG00000164199	chr5	90529344	91164437
ENSG00000113369	chr5	91368631	91383317
ENSG00000175745	chr5	93583222	93594611
ENSG00000113391	chr5	93617725	94111699
ENSG00000198677	chr5	95461755	95554977
ENSG00000164291	chr5	95555101	95605102
ENSG00000164292	chr5	95713522	95824383
ENSG00000173221	chr5	95751319	95822726
ENSG00000118985	chr5	95885098	95961851
ENSG00000153113	chr5	96525267	96779595
ENSG00000164307	chr5	96760810	96808100
ENSG00000164308	chr5	96875986	96919703
ENSG00000113441	chr5	96935394	97037513
ENSG00000058729	chr5	97160867	97183247
ENSG00000174136	chr5	98768650	98798643
ENSG00000246763	chr5	98769618	98773469
ENSG00000153922	chr5	98853985	98928957
ENSG00000174132	chr5	100535374	100586741
ENSG00000145730	chr5	102753981	103031105
ENSG00000145725	chr5	103120149	103212799
ENSG00000181751	chr5	103258763	103278660
ENSG00000112874	chr5	103548855	103562790
ENSG00000145743	chr5	107859035	108382098
ENSG00000272523	chr5	108727825	108728260
ENSG00000151422	chr5	108747841	109196841
ENSG00000198961	chr5	109334713	109409974
ENSG00000112893	chr5	109689366	109869625
ENSG00000164209	chr5	110738136	110765161
ENSG00000134987	chr5	111091716	111130502
ENSG00000164211	chr5	111496033	111512590
ENSG00000134986	chr5	111662621	111997464
ENSG00000129595	chr5	112142441	112419313
ENSG00000224032	chr5	112160526	112164818
ENSG00000134982	chr5	112707498	112846239
ENSG00000153037	chr5	112861188	112898371
ENSG00000129625	chr5	112876385	112922289
ENSG00000172795	chr5	112976702	113022195
ENSG00000047188	chr5	113513694	113595285
ENSG00000080709	chr5	114055926	114496500
ENSG00000152503	chr5	115124762	115180546
ENSG00000164219	chr5	115204012	115262877
ENSG00000164221	chr5	115267190	115296693
ENSG00000145780	chr5	115520908	115544775
ENSG00000134970	chr5	115613210	115632992
ENSG00000145782	chr5	115828200	115841837
ENSG00000177879	chr5	115841592	115914081
ENSG00000145781	chr5	116085016	116412762
ENSG00000092421	chr5	116443616	116574934
ENSG00000172869	chr5	119037772	119249138
ENSG00000145779	chr5	119268692	119399688
ENSG00000133835	chr5	119452473	119637199
ENSG00000151304	chr5	121961975	122075570
ENSG00000205302	chr5	122775079	122834543
ENSG00000064652	chr5	122843439	123029354
ENSG00000168938	chr5	123023250	123036725
ENSG00000168944	chr5	123344886	123423592
ENSG00000151292	chr5	123512099	123617045
ENSG00000155324	chr5	126360132	126496494
ENSG00000164904	chr5	126531200	126595362
ENSG00000164902	chr5	126600925	126627252
ENSG00000164244	chr5	127517640	127555085
ENSG00000245937	chr5	127939152	128083172
ENSG00000064651	chr5	128083766	128189677
ENSG00000066583	chr5	129094749	129114028
ENSG00000169567	chr5	131159027	131171735
ENSG00000186687	chr5	131170944	131205428
ENSG00000158985	chr5	131245493	131398447
ENSG00000217128	chr5	131641714	131797063
ENSG00000072682	chr5	132191838	132295315
ENSG00000131435	chr5	132257696	132273454
ENSG00000197375	chr5	132369710	132395613
ENSG00000125347	chr5	132481609	132490777
ENSG00000131437	chr5	132692628	132737638
ENSG00000164402	chr5	132750819	132807241
ENSG00000164403	chr5	132822141	132830898
ENSG00000164405	chr5	132866630	132868847
ENSG00000072364	chr5	132875395	132963634
ENSG00000155329	chr5	132996985	133026604
ENSG00000170606	chr5	133052013	133106449
ENSG00000113583	chr5	133955510	133968674
ENSG00000213585	chr5	133971871	134004975
ENSG00000271737	chr5	134005147	134005562
ENSG00000081059	chr5	134114681	134151865
ENSG00000113558	chr5	134148935	134176964
ENSG00000113575	chr5	134194332	134226073
ENSG00000119048	chr5	134371469	134392108
ENSG00000237190	chr5	134402065	134411881
ENSG00000043143	chr5	134524312	134583230
ENSG00000152700	chr5	134601149	134649271
ENSG00000113615	chr5	134648785	134727909
ENSG00000164615	chr5	134738548	134752157
ENSG00000145833	chr5	134758771	134855133
ENSG00000181904	chr5	134845680	134859735
ENSG00000113621	chr5	134874371	134901635
ENSG00000132570	chr5	134905120	135007959
ENSG00000113648	chr5	135333900	135399914
ENSG00000145824	chr5	135570679	135579279
ENSG00000120708	chr5	136028988	136063818
ENSG00000113658	chr5	136132845	136188747
ENSG00000152377	chr5	136975298	137598379
ENSG00000177733	chr5	137745651	137754363
ENSG00000031003	chr5	137937960	138051961
ENSG00000112981	chr5	138115175	138139443
ENSG00000112983	chr5	138139766	138178986
ENSG00000094880	chr5	138187650	138213343
ENSG00000120709	chr5	138331935	138349729
ENSG00000120733	chr5	138352685	138437028
ENSG00000120738	chr5	138465479	138469303
ENSG00000120705	chr5	138506095	138543236
ENSG00000113013	chr5	138553756	138575416
ENSG00000044115	chr5	138610967	138935034
ENSG00000253404	chr5	138744434	138753309
ENSG00000120725	chr5	138946724	139293557
ENSG00000120727	chr5	139341587	139369720
ENSG00000170482	chr5	139367196	139384553
ENSG00000170476	chr5	139387467	139390081
ENSG00000184584	chr5	139475533	139482935
ENSG00000131508	chr5	139526431	139628434
ENSG00000171604	chr5	139647299	139683882
ENSG00000185129	chr5	140107777	140125619
ENSG00000182700	chr5	140125937	140129392
ENSG00000120306	chr5	140175156	140282052
ENSG00000113068	chr5	140245035	140303113
ENSG00000213523	chr5	140537340	140558252
ENSG00000243056	chr5	140547662	140549576
ENSG00000113108	chr5	140558268	140564781
ENSG00000176087	chr5	140564828	140569100
ENSG00000170458	chr5	140631728	140633701
ENSG00000131495	chr5	140638740	140647771
ENSG00000113141	chr5	140647058	140662480
ENSG00000120314	chr5	140664676	140674124
ENSG00000170445	chr5	140673904	140691537
ENSG00000112855	chr5	140691430	140699305
ENSG00000146007	chr5	140698680	140706686
ENSG00000178913	chr5	141260225	141320784
ENSG00000131504	chr5	141515016	141619055
ENSG00000171720	chr5	141620876	141636849
ENSG00000156453	chr5	141853111	141879246
ENSG00000081791	chr5	141923855	141942047
ENSG00000013561	chr5	141958328	141990292
ENSG00000113552	chr5	141991749	142013041
ENSG00000131507	chr5	142108779	142154440
ENSG00000145819	chr5	142770377	143229011
ENSG00000113580	chr5	143277931	143435512
ENSG00000145817	chr5	144158162	144170714
ENSG00000133706	chr5	146110566	146182696
ENSG00000091009	chr5	146203605	146289223
ENSG00000113649	chr5	146447311	146511961
ENSG00000113657	chr5	147390808	147510068
ENSG00000145868	chr5	148383935	148442836
ENSG00000169252	chr5	148825245	148828687
ENSG00000164284	chr5	149345430	149354583
ENSG00000145882	chr5	149358037	149369653
ENSG00000249669	chr5	149406689	149432835
ENSG00000113712	chr5	149492982	149551471
ENSG00000183111	chr5	149551947	149634968
ENSG00000155850	chr5	149960758	149993455
ENSG00000164296	chr5	149993118	150000654
ENSG00000113716	chr5	150000046	150053142
ENSG00000182578	chr5	150053291	150113372
ENSG00000113721	chr5	150113839	150155872
ENSG00000070814	chr5	150357629	150400308
ENSG00000019582	chr5	150400041	150412929
ENSG00000164587	chr5	150442635	150449739
ENSG00000070614	chr5	150485818	150558211
ENSG00000086589	chr5	150690792	150701077
ENSG00000132912	chr5	150708440	150759109
ENSG00000256235	chr5	150777946	150796734
ENSG00000211445	chr5	151020438	151028992
ENSG00000145901	chr5	151029945	151093577
ENSG00000197043	chr5	151100706	151157785
ENSG00000198624	chr5	151181052	151224093
ENSG00000196743	chr5	151212150	151270440
ENSG00000123643	chr5	151437046	151492379
ENSG00000113140	chr5	151661096	151686975
ENSG00000177556	chr5	151742316	151772532
ENSG00000145907	chr5	151771045	151812785
ENSG00000055147	chr5	153990148	154038936
ENSG00000164574	chr5	154190730	154420984
ENSG00000164576	chr5	154445997	154461053
ENSG00000155506	chr5	154712843	154817605
ENSG00000170271	chr5	154818492	154859252
ENSG00000155508	chr5	154857553	154876793
ENSG00000082516	chr5	154887411	154938211
ENSG00000082515	chr5	154941073	154969411
ENSG00000170624	chr5	155870344	156767788
ENSG00000155868	chr5	157137424	157159019
ENSG00000055163	chr5	157266079	157395595
ENSG00000113272	chr5	157731420	157741449
ENSG00000113282	chr5	157785743	157859175
ENSG00000145860	chr5	159157409	159210053
ENSG00000164332	chr5	159263290	159286036
ENSG00000113312	chr5	160009113	160065543
ENSG00000170234	chr5	160061801	160119450
ENSG00000164609	chr5	160401641	160421711
ENSG00000113328	chr5	163437569	163446151
ENSG00000170584	chr5	163446526	163460102
ENSG00000038274	chr5	163503114	163519354
ENSG00000113645	chr5	168291651	168472303
ENSG00000113643	chr5	168486451	168519301
ENSG00000120137	chr5	168548495	168579368
ENSG00000145936	chr5	170374671	170389634
ENSG00000181163	chr5	171387116	171411137
ENSG00000072803	chr5	171861549	172006873
ENSG00000168246	chr5	172209646	172283764
ENSG00000174705	chr5	172325000	172454525
ENSG00000214357	chr5	172641263	172691540
ENSG00000120129	chr5	172768096	172771195
ENSG00000113719	chr5	172834251	172952683
ENSG00000037241	chr5	172958729	172969771
ENSG00000113732	chr5	172983771	173035445
ENSG00000164463	chr5	173056352	173139284
ENSG00000113734	chr5	173144442	173164387
ENSG00000145919	chr5	173607145	173616659
ENSG00000113742	chr5	173888349	173961980
ENSG00000164466	chr5	175477062	175529742
ENSG00000051596	chr5	175917873	176034680
ENSG00000122203	chr5	176346062	176361807
ENSG00000048162	chr5	176383938	176388927
ENSG00000146066	chr5	176388751	176389761
ENSG00000175416	chr5	176392455	176416569
ENSG00000113194	chr5	176447628	176510074
ENSG00000146083	chr5	176526712	176538025
ENSG00000048140	chr5	176647387	176659054
ENSG00000087206	chr5	176905005	177022633
ENSG00000165671	chr5	177133025	177300215
ENSG00000169228	chr5	177301198	177303744
ENSG00000169230	chr5	177303799	177306949
ENSG00000169223	chr5	177331567	177351668
ENSG00000169220	chr5	177357924	177372596
ENSG00000198055	chr5	177403204	177442901
ENSG00000113758	chr5	177456608	177474401
ENSG00000196923	chr5	177483394	177497606
ENSG00000183258	chr5	177511577	177516961
ENSG00000146067	chr5	177519789	177554563
ENSG00000184840	chr5	177592203	177597242
ENSG00000027847	chr5	177600132	177610330
ENSG00000249684	chr5	177950335	177963960
ENSG00000145916	chr5	178130996	178150568
ENSG00000145912	chr5	178149463	178153894
ENSG00000197451	chr5	178204533	178211163
ENSG00000175309	chr5	178208471	178232802
ENSG00000113240	chr5	178602664	178630615
ENSG00000176783	chr5	179550554	179610012
ENSG00000169045	chr5	179614178	179634784
ENSG00000127022	chr5	179678628	179731641
ENSG00000161021	chr5	179732822	179777283
ENSG00000213316	chr5	179793980	179796647
ENSG00000161013	chr5	179797597	179806952
ENSG00000161011	chr5	179806398	179838078
ENSG00000161010	chr5	179835133	179862173
ENSG00000197226	chr5	179862066	179907859
ENSG00000113269	chr5	179911651	180072113
ENSG00000050748	chr5	180233143	180292099
ENSG00000113300	chr5	180494379	180578358
ENSG00000161055	chr5	180590105	180591499
ENSG00000131446	chr5	180784782	180815652
ENSG00000245060	chr5	180830326	180839742
ENSG00000196670	chr5	180847611	180861285
ENSG00000250222	chr5	181191875	181194429
ENSG00000146063	chr5	181222499	181235808
ENSG00000204628	chr5	181236897	181248096
ENSG00000183718	chr5	181254417	181261139
ENSG00000112679	chr6	291630	351355
ENSG00000112685	chr6	485154	693139
ENSG00000112699	chr6	1623806	2245605
ENSG00000250903	chr6	2245718	2525976
ENSG00000124535	chr6	2765393	2786952
ENSG00000021355	chr6	2832332	2841959
ENSG00000124570	chr6	2948159	2972165
ENSG00000124588	chr6	2987987	3028869
ENSG00000137275	chr6	3063991	3115187
ENSG00000137274	chr6	3118374	3153578
ENSG00000137267	chr6	3153666	3157544
ENSG00000180822	chr6	3231403	3303373
ENSG00000137266	chr6	3268962	3457022
ENSG00000168994	chr6	3722614	3751713
ENSG00000145945	chr6	3849373	3851320
ENSG00000112739	chr6	4021267	4064983
ENSG00000198721	chr6	4115689	4135597
ENSG00000153046	chr6	4706159	4955551
ENSG00000214113	chr6	5102593	5260939
ENSG00000145982	chr6	5261044	5829192
ENSG00000269985	chr6	5451683	5458075
ENSG00000124782	chr6	7107597	7251980
ENSG00000124783	chr6	7268306	7347446
ENSG00000124784	chr6	7389793	7418037
ENSG00000096696	chr6	7541617	7586714
ENSG00000168566	chr6	7590198	7611967
ENSG00000239264	chr6	7881517	7910788
ENSG00000188428	chr6	8013567	8064396
ENSG00000124802	chr6	8073360	8102559
ENSG00000124786	chr6	8411463	8435611
ENSG00000137203	chr6	10393186	10419659
ENSG00000111846	chr6	10492223	10629368
ENSG00000111845	chr6	10694972	10709782
ENSG00000111843	chr6	10722915	10731129
ENSG00000137210	chr6	10747759	10852753
ENSG00000197977	chr6	10980759	11044305
ENSG00000224531	chr6	11093834	11138733
ENSG00000111859	chr6	11183298	11382348
ENSG00000095951	chr6	12008762	12164999
ENSG00000145979	chr6	13266542	13328583
ENSG00000124523	chr6	13574529	13615158
ENSG00000225921	chr6	13615335	13632739
ENSG00000010017	chr6	13621498	13711835
ENSG00000050393	chr6	13786557	13814568
ENSG00000008083	chr6	15246069	15522042
ENSG00000047579	chr6	15522807	15663058
ENSG00000007944	chr6	16129086	16148248
ENSG00000137198	chr6	16238587	16295549
ENSG00000124788	chr6	16299112	16761491
ENSG00000137414	chr6	17600302	17611715
ENSG00000124789	chr6	17615035	17706925
ENSG00000137177	chr6	17759183	17987635
ENSG00000137364	chr6	18128311	18155077
ENSG00000124795	chr6	18223860	18264548
ENSG00000137393	chr6	18387350	18468870
ENSG00000228412	chr6	19323428	19839080
ENSG00000172201	chr6	19837370	19842197
ENSG00000124766	chr6	21593751	21598619
ENSG00000124532	chr6	24402908	24426194
ENSG00000112294	chr6	24494867	24537207
ENSG00000111802	chr6	24649979	24666930
ENSG00000112304	chr6	24667035	24705065
ENSG00000112308	chr6	24704861	24719998
ENSG00000112312	chr6	24774931	24786099
ENSG00000079691	chr6	25279078	25620530
ENSG00000079689	chr6	25652201	25701783
ENSG00000112343	chr6	25962802	25991231
ENSG00000187837	chr6	26055740	26056470
ENSG00000010704	chr6	26087281	26098343
ENSG00000180596	chr6	26114873	26123926
ENSG00000180573	chr6	26124145	26139116
ENSG00000168298	chr6	26156329	26157115
ENSG00000158373	chr6	26158146	26171349
ENSG00000273802	chr6	26215159	26216692
ENSG00000277075	chr6	26216975	26217483
ENSG00000274750	chr6	26224199	26227473
ENSG00000158406	chr6	26277609	26285638
ENSG00000186470	chr6	26365159	26378320
ENSG00000026950	chr6	26402237	26415208
ENSG00000111801	chr6	26440472	26453415
ENSG00000112763	chr6	26457904	26476621
ENSG00000228223	chr6	26521709	26527404
ENSG00000146109	chr6	26596953	26600739
ENSG00000181315	chr6	26634383	26659752
ENSG00000124635	chr6	27125897	27132795
ENSG00000197903	chr6	27146361	27146855
ENSG00000112812	chr6	27247701	27256624
ENSG00000197238	chr6	27824092	27824480
ENSG00000269293	chr6	28015122	28137293
ENSG00000272009	chr6	28078792	28081130
ENSG00000198315	chr6	28141883	28159460
ENSG00000197062	chr6	28267010	28278224
ENSG00000235109	chr6	28324693	28356271
ENSG00000204713	chr6	28903002	28923988
ENSG00000204681	chr6	29555629	29633976
ENSG00000204642	chr6	29722775	29738528
ENSG00000206503	chr6	29941260	29945884
ENSG00000066379	chr6	30058899	30064909
ENSG00000204619	chr6	30066709	30070333
ENSG00000234127	chr6	30184455	30213427
ENSG00000231074	chr6	30286690	30327382
ENSG00000241370	chr6	30345131	30346884
ENSG00000204592	chr6	30489509	30494194
ENSG00000204590	chr6	30541377	30557174
ENSG00000204574	chr6	30571393	30597179
ENSG00000204569	chr6	30600413	30618612
ENSG00000204568	chr6	30617840	30626395
ENSG00000137343	chr6	30626842	30646823
ENSG00000204564	chr6	30647039	30653210
ENSG00000204560	chr6	30653119	30673006
ENSG00000146112	chr6	30676389	30687895
ENSG00000137337	chr6	30699807	30717447
ENSG00000196230	chr6	30720352	30725426
ENSG00000137312	chr6	30727709	30742732
ENSG00000137331	chr6	30743199	30744548
