"Genes","ENSMBLID","chr","start","stop"
"RN7SKP257","ENSG00000201395.1","chr14",37063044,37063352
"ABHD4","ENSG00000100439.6","chr14",23067146,23081265
"C14orf2","ENSG00000156411.5","chr14",104378625,104394606
"RPS2P4","ENSG00000196183.4","chr14",105302331,105303221
"SNORD113-6","ENSG00000200215.2","chr14",101405893,101405968
"RP11-496I2.4","ENSG00000258781.2","chr14",19742775,19758782
"OR7E159P","ENSG00000258849.1","chr14",52238507,52238804
"RP11-407N17.2","ENSG00000258671.2","chr14",39680985,39681459
"MIR5580","ENSG00000266431.1","chr14",54415145,54415202
"MIR376A1","ENSG00000264882.1","chr14",101507104,101507206
"AL160471.6","ENSG00000233924.1","chr14",55471531,55472405
"DYNLL1P1","ENSG00000205579.2","chr14",81712638,81712907
"CPNE6","ENSG00000100884.5","chr14",24540046,24547309
"MEG8","ENSG00000258399.2","chr14",101361107,101402336
"RNU6-252P","ENSG00000200102.1","chr14",21581798,21581904
"NEK9","ENSG00000119638.8","chr14",75548822,75594047
"snoU13","ENSG00000238978.1","chr14",82928432,82928532
"XRCC3","ENSG00000126215.9","chr14",104163946,104181841
"IGHVII-33-1","ENSG00000254203.1","chr14",106823315,106823594
"RPL7AP3","ENSG00000256243.2","chr14",35704386,35704857
"RNU4-22P","ENSG00000222990.1","chr14",88979842,88980007
"MIR377","ENSG00000199015.2","chr14",101528343,101528476
"TRAJ29","ENSG00000211860.1","chr14",22982921,22982980
"ABHD12B","ENSG00000131969.10","chr14",51338878,51371688
"RP11-747H7.3","ENSG00000260711.1","chr14",92223103,92226142
"SNORD113","ENSG00000201036.1","chr14",101445339,101445427
"RP11-226F19.1","ENSG00000242293.1","chr14",69489867,69490025
"RGS6","ENSG00000182732.12","chr14",72399156,73030654
"CTD-2302E22.4","ENSG00000261242.1","chr14",64010287,64011382
"Y_RNA","ENSG00000199716.1","chr14",23337027,23337126
"OR11H13P","ENSG00000196143.4","chr14",19806437,19807415
"AL132709.1","ENSG00000230805.2","chr14",101540206,101544247
"RP11-260M19.2","ENSG00000258913.1","chr14",104689921,104754406
"SFTA3","ENSG00000229415.5","chr14",36942493,36983034
"RP11-58E21.3","ENSG00000258929.2","chr14",50474031,50507947
"ABCD4","ENSG00000119688.16","chr14",74752126,74769759
"TRAV12-3","ENSG00000211794.3","chr14",22433680,22434290
"FBLN5","ENSG00000140092.10","chr14",92335756,92414331
"RP11-1033H12.3","ENSG00000258440.1","chr14",52622458,52622897
"OR4Q3","ENSG00000182652.1","chr14",20215587,20216528
"FUT8","ENSG00000033170.12","chr14",65877310,66210839
"MIR323B","ENSG00000208004.2","chr14",101522556,101522637
"TRAV40","ENSG00000211819.3","chr14",22782922,22783351
"CTD-2314B22.3","ENSG00000244306.5","chr14",19854098,19925348
"RP11-665C16.1","ENSG00000239686.1","chr14",55749014,55749361
"MIR134","ENSG00000207993.2","chr14",101521008,101521110
"IRF2BPL","ENSG00000119669.3","chr14",77490888,77495034
"SNORA31","ENSG00000253059.1","chr14",36225533,36225669
"RP11-723P16.3","ENSG00000270975.1","chr14",69328479,69329242
"IGHD4-17","ENSG00000227800.1","chr14",106360366,106360381
"CTD-2014B16.3","ENSG00000258847.1","chr14",66424015,66471241
"AL512359.1","ENSG00000251731.1","chr14",48963136,48963267
"IGHD2-15","ENSG00000211918.1","chr14",106363815,106363845
"IGHV3-30","ENSG00000211953.2","chr14",106791005,106791536
"IGHVIII-47-1","ENSG00000253862.1","chr14",106987143,106987473
"RP11-98L12.2","ENSG00000258578.2","chr14",76480022,76480486
"AL132709.3","ENSG00000265250.1","chr14",101518340,101518436
"SNORD56B","ENSG00000207444.1","chr14",71865054,71865124
"IGHVII-51-2","ENSG00000253941.1","chr14",107040702,107040960
"RP11-536C10.21","ENSG00000257751.2","chr14",20136701,20137215
"RP11-417P24.1","ENSG00000270371.1","chr14",106251842,106252168
"IGHV2-5","ENSG00000211937.2","chr14",106494135,106494597
"PSMB7P1","ENSG00000259074.1","chr14",20617391,20617904
"POTEG","ENSG00000222036.3","chr14",19553365,19590078
"STXBP6","ENSG00000168952.11","chr14",25278862,25519503
"Y_RNA","ENSG00000202402.1","chr14",31713967,31714067
"ARHGAP42P4","ENSG00000258080.1","chr14",20156420,20159353
"RP11-468E2.4","ENSG00000259529.1","chr14",24620427,24636611
"AL928742.12","ENSG00000227468.4","chr14",106064028,106066546
"RNU6-1268P","ENSG00000212516.1","chr14",20008753,20008859
"IGHVIII-16-1","ENSG00000254210.1","chr14",106627589,106627721
"RP11-2G1.3","ENSG00000270359.1","chr14",48788271,48788597
"RP11-999E24.3","ENSG00000259969.1","chr14",58460263,58461243
"AC007182.6","ENSG00000224721.1","chr14",76041231,76045931
"TTLL5","ENSG00000119685.15","chr14",76099968,76421421
"FLRT2","ENSG00000185070.6","chr14",85996488,86095034
"SNORD113-1","ENSG00000202191.1","chr14",101391161,101391229
"PLEKHD1","ENSG00000175985.8","chr14",69951409,69995215
"IGHJ3P","ENSG00000237111.1","chr14",106329626,106329675
"RPL26P3","ENSG00000240179.1","chr14",28959116,28959568
"RP11-507E23.1","ENSG00000242951.1","chr14",76062148,76062549
"SNORD114-31","ENSG00000200089.1","chr14",101459573,101459647
"RP11-517O13.1","ENSG00000258378.1","chr14",58865275,58893843
"TRDV2","ENSG00000211821.2","chr14",22891362,22892033
"RP3-449M8.9","ENSG00000270000.1","chr14",74938633,74939063
"RP11-545M17.3","ENSG00000258591.2","chr14",39577546,39577911
"LINC00638","ENSG00000258701.1","chr14",105287538,105290055
"TDRD9","ENSG00000156414.14","chr14",104394799,104519004
"AL627171.1","ENSG00000197502.1","chr14",50300810,50311552
"PSMB5","ENSG00000100804.14","chr14",23485752,23504439
"RN7SL587P","ENSG00000240233.2","chr14",78013911,78014212
"AE000659.1","ENSG00000222776.1","chr14",22248785,22248866
"SYNJ2BP-COX16","ENSG00000258644.1","chr14",70793069,70883701
"hsa-mir-3171","ENSG00000264657.1","chr14",28102411,28102484
"RPL3P4","ENSG00000232573.1","chr14",99439216,99439638
"ADAM21P1","ENSG00000235812.4","chr14",70712208,70714518
"CRIP2","ENSG00000182809.6","chr14",105939299,105946499
"RP11-293M10.1","ENSG00000258740.1","chr14",75705319,75735986
"NDRG2","ENSG00000165795.16","chr14",21484922,21539031
"RP11-588P7.2","ENSG00000258662.1","chr14",79713011,79715366
"PSMA3P","ENSG00000258563.2","chr14",60646100,60646734
"RP5-1021I20.1","ENSG00000259065.1","chr14",74254063,74269973
"AKAP6","ENSG00000151320.6","chr14",32798479,33300567
"TRAV24","ENSG00000211805.1","chr14",22573620,22574123
"SERPINA2P","ENSG00000258597.1","chr14",94830053,94833039
"LINC00226","ENSG00000229084.2","chr14",106744269,106744975
"RP11-232C2.1","ENSG00000258478.1","chr14",79210741,79220221
"RBM25","ENSG00000119707.9","chr14",73525144,73588122
"TCL1A","ENSG00000100721.6","chr14",96176304,96180533
"PHKBP2","ENSG00000258467.1","chr14",37002711,37003743
"MIR381","ENSG00000199020.1","chr14",101512257,101512331
"TRAJ5","ENSG00000211884.1","chr14",23009190,23009249
"RP11-589M4.2","ENSG00000258802.1","chr14",53265622,53265779
"RP6-65G23.1","ENSG00000258689.1","chr14",71165415,71178870
"Y_RNA","ENSG00000202182.1","chr14",64314979,64315080
"RP11-894P9.1","ENSG00000246451.2","chr14",104148699,104150352
"AL355885.1","ENSG00000263691.1","chr14",35270737,35270791
"EIF2B2","ENSG00000119718.6","chr14",75469614,75476292
"IPO4","ENSG00000196497.11","chr14",24649425,24658170
"SNORA73","ENSG00000252114.1","chr14",23486367,23486590
"RNASE8","ENSG00000173431.2","chr14",21525981,21526614
"GMPR2","ENSG00000100938.13","chr14",24701628,24708448
"TRAV38-2DV8","ENSG00000211817.2","chr14",22748988,22749631
"RNU6-659P","ENSG00000252263.1","chr14",70962824,70962927
"RN7SL189P","ENSG00000243817.2","chr14",21431738,21432024
"RP11-736N17.8","ENSG00000259444.1","chr14",103561060,103565222
"ATP5S","ENSG00000125375.10","chr14",50779044,50802276
"AL356756.1","ENSG00000264797.1","chr14",30174505,30174608
"RNU6ATAC28P","ENSG00000238561.1","chr14",84216728,84216845
"TRAJ7","ENSG00000211882.1","chr14",23006567,23006625
"AL161751.1","ENSG00000264234.1","chr14",38716912,38716980
"TRAV8-5","ENSG00000256379.1","chr14",22371257,22371778
"SNORD114-29","ENSG00000201689.1","chr14",101456428,101456497
"SNORD114-3","ENSG00000201839.1","chr14",101419686,101419760
"MIR4706","ENSG00000266531.1","chr14",65511406,65511487
"TRAJ45","ENSG00000211844.1","chr14",22962911,22962976
"IGHVIII-26-1","ENSG00000253462.1","chr14",106765678,106765927
"MTA1","ENSG00000182979.13","chr14",105886159,105937066
"ACTN1-AS1","ENSG00000259062.1","chr14",69446399,69454180
"KIAA0391","ENSG00000258790.1","chr14",35591755,35786680
"EIF5","ENSG00000100664.6","chr14",103799881,103811362
"MIR548Y","ENSG00000263945.1","chr14",48230198,48230307
"KTN1","ENSG00000126777.13","chr14",56025790,56168244
"AL132709.2","ENSG00000265032.1","chr14",101505680,101505774
"MIR381HG","ENSG00000258861.1","chr14",101511494,101518132
"RP11-159L20.2","ENSG00000258558.1","chr14",31204132,31291908
"RP11-226P1.3","ENSG00000258841.1","chr14",82127772,82129218
"SLC25A47","ENSG00000140107.10","chr14",100789674,100796715
"RN7SL472P","ENSG00000240457.2","chr14",102543520,102543810
"ZMYND19P1","ENSG00000258917.1","chr14",78162934,78163720
"CHGA","ENSG00000100604.8","chr14",93389425,93401638
"PGF","ENSG00000119630.9","chr14",75408537,75422487
"TRAV12-1","ENSG00000211785.1","chr14",22309422,22309956
"RP11-536C10.3","ENSG00000258367.2","chr14",19339405,19345267
"hsa-mir-4537","ENSG00000264781.1","chr14",106325653,106325722
"IGHV4-39","ENSG00000211959.2","chr14",106877619,106878126
"RP11-506K19.1","ENSG00000258680.2","chr14",39304593,39304992
"IGHV5-51","ENSG00000211966.2","chr14",107034729,107035221
"DAAM1","ENSG00000100592.11","chr14",59655364,59838123
"RNU1-47P","ENSG00000199836.1","chr14",100411652,100411814
"PPP1R13B","ENSG00000088808.12","chr14",104200089,104313927
"RNU6-835P","ENSG00000252783.1","chr14",88462689,88462792
"SNORD113","ENSG00000201710.1","chr14",101446329,101446403
"DLGAP5","ENSG00000126787.8","chr14",55614830,55658396
"RP11-804M7.2","ENSG00000258411.2","chr14",64228731,64228867
"OR6J1","ENSG00000255804.1","chr14",23102673,23103716
"MIR541","ENSG00000216179.1","chr14",101530832,101530915
"RP11-286O18.1","ENSG00000258843.1","chr14",51288598,51290219
"RNASE4","ENSG00000258818.2","chr14",21152259,21168761
"SNORD114-24","ENSG00000201899.1","chr14",101451114,101451185
"NOXRED1","ENSG00000165555.5","chr14",77860364,77889860
"BTF3P2","ENSG00000258282.2","chr14",29142447,29142933
"OR4N5","ENSG00000184394.1","chr14",20611895,20612821
"RP3-414A15.2","ENSG00000258695.2","chr14",73989582,73997314
"MIR655","ENSG00000207646.1","chr14",101515887,101515983
"C14orf64","ENSG00000246223.4","chr14",98391947,98444461
"RP11-488C13.4","ENSG00000259058.1","chr14",77388183,77390992
"IGHV6-1","ENSG00000211933.2","chr14",106405611,106406108
"ESR2","ENSG00000140009.14","chr14",64550950,64804830
"OR4K5","ENSG00000176281.4","chr14",20388741,20389818
"RP11-594C13.1","ENSG00000258859.1","chr14",87819414,88039366
"RP11-1017G21.4","ENSG00000258959.1","chr14",102502652,102532565
"AL139099.1","ENSG00000253459.3","chr14",50064193,50065882
"AL163636.6","ENSG00000259171.1","chr14",21152746,21168735
"ZFP36L1","ENSG00000185650.8","chr14",69254377,69263190
"SYNE3","ENSG00000176438.8","chr14",95883831,95942173
"GOLGA5","ENSG00000066455.8","chr14",93260576,93306308
"RP11-649E7.7","ENSG00000258450.1","chr14",50096009,50096608
"EXD2","ENSG00000081177.14","chr14",69658228,69709075
"TRDD2","ENSG00000237235.2","chr14",22907999,22908007
"RP11-1070N10.6","ENSG00000259084.2","chr14",96129593,96158967
"ZNF839","ENSG00000022976.11","chr14",102783714,102809044
"IGHV3-33","ENSG00000211955.2","chr14",106815722,106816253
"THTPA","ENSG00000259431.1","chr14",24025216,24029480
"RP11-857B24.3","ENSG00000258509.1","chr14",45356637,45356944
"TRAJ14","ENSG00000211875.1","chr14",22999278,22999329
"RP11-753D20.1","ENSG00000258975.1","chr14",88603077,88626189
"RNU6-398P","ENSG00000206870.1","chr14",61441045,61441153
"RP11-488C13.5","ENSG00000258301.2","chr14",77248083,77253067
"ZBTB1","ENSG00000126804.9","chr14",64970430,65000408
"RN7SKP92","ENSG00000253075.1","chr14",100953881,100954124
"SMEK1","ENSG00000100796.13","chr14",91923955,91976898
"HSPA2","ENSG00000126803.8","chr14",65002623,65009955
"MIR4309","ENSG00000266015.1","chr14",103005981,103006063
"MIR323A","ENSG00000199069.1","chr14",101492069,101492154
"IGHVIII-11-1","ENSG00000254215.1","chr14",106576803,106577069
"TRAJ33","ENSG00000211856.1","chr14",22977587,22977643
"FNTB","ENSG00000257365.3","chr14",65381203,65529368
"ESRRB","ENSG00000119715.10","chr14",76776957,76968178
"RP11-600F24.7","ENSG00000260285.1","chr14",103991347,103995409
"ISM2","ENSG00000100593.13","chr14",77940740,77965210
"RP11-232C2.2","ENSG00000258874.1","chr14",79169958,79176277
"RP11-562L8.1","ENSG00000257522.1","chr14",29734031,29850501
"CTD-2509G16.1","ENSG00000214759.3","chr14",65735547,65735816
"RP11-219E7.4","ENSG00000258918.1","chr14",21366144,21404414
"MIR136","ENSG00000207942.1","chr14",101351034,101351125
"RNASE7","ENSG00000165799.4","chr14",21510385,21512393
"RN7SKP21","ENSG00000252312.1","chr14",36700761,36700980
"SLC10A1","ENSG00000100652.4","chr14",70242134,70264006
"RP11-973N13.4","ENSG00000259116.1","chr14",64980872,65007086
"CTD-2644I21.1","ENSG00000258576.1","chr14",101054112,101055663
"ARHGEF40","ENSG00000165801.5","chr14",21538429,21558399
"RP11-1085N6.2","ENSG00000258428.1","chr14",57099962,57115376
"DHRS1","ENSG00000157379.9","chr14",24759804,24769039
"RNU7-93P","ENSG00000238540.1","chr14",36874419,36874479
"MIR544A","ENSG00000207587.1","chr14",101514995,101515085
"PSMC1","ENSG00000100764.9","chr14",90722839,90738968
"RP11-488C13.1","ENSG00000241081.1","chr14",77352720,77353093
"IGHV3-23","ENSG00000211949.2","chr14",106725201,106725733
"RP11-7F17.5","ENSG00000246548.3","chr14",77507407,77535846
"MIR494","ENSG00000194717.2","chr14",101495971,101496051
"RP11-218E20.2","ENSG00000258687.1","chr14",51314840,51332377
"IGHV1-18","ENSG00000211945.2","chr14",106641563,106642056
"RP11-124D2.7","ENSG00000270433.1","chr14",23763061,23765007
"CDC42BPB","ENSG00000198752.5","chr14",103398716,103523799
"RP11-286B5.1","ENSG00000242417.1","chr14",48959086,48959637
"OR10G2","ENSG00000255582.1","chr14",22101992,22103096
"SERPINA10","ENSG00000140093.5","chr14",94749650,94759608
"CTD-2509G16.2","ENSG00000255002.1","chr14",65679611,65689065
"SNORD113-3","ENSG00000201700.2","chr14",101396256,101396328
"HSBP1P1","ENSG00000258650.1","chr14",58930689,58930854
"TMEM55B","ENSG00000165782.6","chr14",20925878,20929771
"RP11-73E17.2","ENSG00000258738.1","chr14",35343549,35345665
"RNU7-41P","ENSG00000251726.1","chr14",35314506,35314566
"BRMS1L","ENSG00000100916.9","chr14",36295524,36401531
"MEG9","ENSG00000223403.3","chr14",101536248,101539274
"SNORD114-14","ENSG00000199593.1","chr14",101438440,101438514
"RP11-1033H12.1","ENSG00000258694.1","chr14",52577840,52596343
"CTD-2058B24.3","ENSG00000258696.1","chr14",38472318,38474052
"IGHV4-61","ENSG00000211970.2","chr14",107095126,107095662
"RP11-1152H15.1","ENSG00000258807.1","chr14",88176763,88338635
"RP11-326E7.1","ENSG00000258401.1","chr14",49840684,49841101
"DYNC1H1","ENSG00000197102.6","chr14",102430865,102517129
"BDKRB2","ENSG00000168398.5","chr14",96671016,96710666
"RP11-58E21.4","ENSG00000258946.1","chr14",50394289,50428678
"FDPSP3","ENSG00000258872.2","chr14",55351567,55352931
"BMS1P18","ENSG00000215394.4","chr14",19889386,19904890
"LINC00238","ENSG00000196553.9","chr14",66953072,66965271
"TMEM179","ENSG00000258986.2","chr14",104941015,105071984
"PTCSC3","ENSG00000259104.2","chr14",36605314,36645674
"RPGRIP1","ENSG00000092200.8","chr14",21756098,21819460
"RP11-404P21.3","ENSG00000258793.1","chr14",96725748,96734961
"IGHV1-12","ENSG00000254174.1","chr14",106579014,106579303
"CINP","ENSG00000100865.10","chr14",102808956,102829253
"IGHV3-48","ENSG00000211964.2","chr14",106993814,106994346
"ACOT2","ENSG00000119673.10","chr14",74034324,74042357
"AL133373.1","ENSG00000268657.1","chr14",92038788,92041383
"RPL13AP3","ENSG00000177350.6","chr14",56232895,56234435
"RP11-496I2.2","ENSG00000257310.1","chr14",19740033,19742744
"RP11-661G16.1","ENSG00000258437.1","chr14",91141462,91142638
"CCDC177","ENSG00000267909.1","chr14",70038216,70040339
"LRFN5","ENSG00000165379.9","chr14",42076773,42373752
"RP11-218E20.5","ENSG00000258745.1","chr14",51378944,51380076
"TRAJ52","ENSG00000211838.1","chr14",22955216,22955284
"DUXAP10","ENSG00000257227.3","chr14",19691780,19692374
"RNU4ATAC14P","ENSG00000252013.1","chr14",75668784,75668872
"RABGGTA","ENSG00000100949.10","chr14",24734744,24740945
"CCNB1IP1","ENSG00000100814.13","chr14",20779527,20801471
"CTD-2184C24.2","ENSG00000254718.2","chr14",60706839,60715483
"IGHV3-21","ENSG00000211947.2","chr14",106691673,106692203
"RP11-30H9.1","ENSG00000258065.1","chr14",29326590,29327907
"AL928768.3","ENSG00000253701.1","chr14",106170301,106170939
"VTI1B","ENSG00000100568.6","chr14",68113792,68141548
"MAPK1IP1L","ENSG00000168175.10","chr14",55518349,55536910
"SRSF5","ENSG00000100650.11","chr14",70193617,70238722
"AL049829.1","ENSG00000268702.1","chr14",23790839,23791484
"PDLIM1P1","ENSG00000270788.1","chr14",50517086,50518054
"IGHD5-5","ENSG00000211928.1","chr14",106378116,106378135
"RP11-316E14.2","ENSG00000258587.1","chr14",75340387,75340957
"ZNF410","ENSG00000119725.13","chr14",74353320,74399214
"SNORD114-18","ENSG00000202142.1","chr14",101442162,101442233
"GTF2A1","ENSG00000165417.7","chr14",81641796,81687721
"BLZF2P","ENSG00000258565.1","chr14",69334574,69336668
"RP11-173D9.1","ENSG00000241052.1","chr14",35613227,35613686
"Y_RNA","ENSG00000199291.1","chr14",31727814,31727915
"CTSG","ENSG00000100448.3","chr14",25042728,25045466
"SERPINA13P","ENSG00000187483.5","chr14",95107062,95113331
"NGDN","ENSG00000129460.11","chr14",23938897,23979071
"RN7SL650P","ENSG00000263621.1","chr14",21897669,21897965
"PCNXL4","ENSG00000126773.8","chr14",60558629,60635851
"Y_RNA","ENSG00000212335.1","chr14",23321825,23321937
"IGHVIII-82","ENSG00000253303.1","chr14",107287770,107288019
"IGHV1-58","ENSG00000211968.2","chr14",107078373,107078869
"SGPP1","ENSG00000126821.7","chr14",64150932,64194757
"RP11-73M18.9","ENSG00000269963.1","chr14",104179904,104180586
"RP11-643G16.3","ENSG00000259502.1","chr14",68077703,68080581
"RNU6-597P","ENSG00000202490.1","chr14",64084761,64084862
"IGHV3-20","ENSG00000211946.2","chr14",106667581,106668095
"TRAV7","ENSG00000211781.3","chr14",22251210,22251720
"AL138498.1","ENSG00000266500.1","chr14",42421679,42421763
"SALL4P7","ENSG00000258692.2","chr14",60960484,60963603
"APEX1","ENSG00000100823.7","chr14",20923350,20925927
"RAB15","ENSG00000139998.10","chr14",65412532,65439494
"RPL10L","ENSG00000165496.3","chr14",47120222,47121028
"LTB4R","ENSG00000213903.4","chr14",24780656,24787242
"IGHV3-79","ENSG00000254284.1","chr14",107275873,107276304
"NRDE2","ENSG00000119720.13","chr14",90742580,90798481
"TRAJ12","ENSG00000211877.1","chr14",23000889,23000948
"SLC20A1P1","ENSG00000223506.2","chr14",107139412,107140367
"IGHV3-25","ENSG00000253441.1","chr14",106745623,106746073
"EVL","ENSG00000196405.8","chr14",100437786,100610573
"SNORA79","ENSG00000222489.1","chr14",20791338,20791485
"RNU6-240P","ENSG00000251907.1","chr14",74126267,74126363
"AL157871.1","ENSG00000263519.1","chr14",100789165,100789270
"DTD2","ENSG00000129480.8","chr14",31915242,31926716
"IGHJ5","ENSG00000242472.1","chr14",106330024,106330072
"RNA5SP381","ENSG00000251885.1","chr14",20614276,20614314
"VRTN","ENSG00000133980.4","chr14",74769772,74826711
"SIX4","ENSG00000100625.8","chr14",61176246,61191066
"DHRS4-AS1","ENSG00000197775.1","chr14",24407940,24409196
"RP11-463J10.3","ENSG00000259007.1","chr14",52433721,52436518
"RP11-696D21.2","ENSG00000258943.1","chr14",63764844,63766265
"RP11-232C2.3","ENSG00000258719.1","chr14",79161664,79164465
"QRSL1P3","ENSG00000257957.1","chr14",36235001,36236316
"RP11-932A10.1","ENSG00000259008.1","chr14",57822164,57826128
"ARID4A","ENSG00000032219.14","chr14",58765103,58840605
